"uid","namedLocation","domainID","siteID","plotID","plotType","collectDate","sampleID","cnSampleID","analysisDate","sampleType","d15N","d13C","cnIsotopeQF","isotopeAccuracyQF","analyticalRepNumber","remarks","laboratoryName","testMethod","instrument","analyzedBy","reviewedBy","dataQF"
"546a6649-ae79-43ba-9f2c-d2d437ca3485","SCBI_010.basePlot.cfc","D02","SCBI","SCBI_010","distributed","2017-07-27T14:24Z","HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq64SBG3RfAhI4=","HvxvVDlCk19XvWt6ZGxkDzEwNIwcfNq6hpMY5nqFRBU=","2018-05-30","vegetation",0.8,-28,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"83ac5dfd-a607-444a-82f5-a9fc6165511d","SCBI_010.basePlot.cfc","D02","SCBI","SCBI_010","distributed","2017-07-27T16:32Z","HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MtBN6OugIbU=","HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MzOqJf7o0ag=","2018-05-30","vegetation",-0.8,-30.3,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"f0027d49-43d2-467c-b55c-258495de5705","SCBI_010.basePlot.cfc","D02","SCBI","SCBI_010","distributed","2017-07-27T16:32Z","HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MtBN6OugIbU=","HvxvVDlCk1+ZFcUrkrclmF6kKcmWmFa6MzOqJf7o0ag=","2018-05-30","vegetation",-0.7,-30,"0","0",2,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"d73d3a69-3036-4162-b923-ec7b6aa25202","SCBI_045.basePlot.cfc","D02","SCBI","SCBI_045","tower","2017-07-28T05:10Z","HvxvVDlCk19EVGeg9EptERY8d7QKUf5+lT00LmxDsSQ=","HvxvVDlCk19EVGeg9EptERY8d7QKUf5+UyGJEQJ3Fv4=","2018-05-31","vegetation",-1.7,-28.2,"0","0",2,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"90018ff0-df12-4644-bf34-6576643fd047","SCBI_045.basePlot.cfc","D02","SCBI","SCBI_045","tower","2017-07-28T05:10Z","HvxvVDlCk19EVGeg9EptERY8d7QKUf5+lT00LmxDsSQ=","HvxvVDlCk19EVGeg9EptERY8d7QKUf5+UyGJEQJ3Fv4=","2018-05-31","vegetation",-1.8,-28.1,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"bfc8526a-1cac-4869-baf2-cca4526bbc26","SCBI_002.basePlot.cfc","D02","SCBI","SCBI_002","distributed","2017-07-28T13:30Z","HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF33QYbdiOMRZA=","HvxvVDlCk19/LDHwwAo3YxZqxe4gnGF3QEhvK8cXb/Y=","2018-05-30","vegetation",-0.9,-27.5,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"ce10fec3-fc7f-40d3-a592-87461be7ae0d","SCBI_002.basePlot.cfc","D02","SCBI","SCBI_002","distributed","2017-07-28T14:47Z","HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3SCyvt34gmBk=","HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3+nXIerncPeY=","2018-05-30","vegetation",-0.6,-27.9,"0","0",2,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"094873fe-ccdd-4aa6-ad06-d5db4312e38e","SCBI_002.basePlot.cfc","D02","SCBI","SCBI_002","distributed","2017-07-28T14:47Z","HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3SCyvt34gmBk=","HvxvVDlCk1+WcrkevV8Iu1UJFz5xk1r3+nXIerncPeY=","2018-05-30","vegetation",-0.6,-28,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"dd757dc0-0cc8-45db-ac69-dc7756c8f5c7","SCBI_002.basePlot.cfc","D02","SCBI","SCBI_002","distributed","2017-07-28T15:15Z","HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJaxl8Ck9jB24=","HvxvVDlCk1+Qj9bexHPaS+L21NZ5c6MJkkDypV3XBH8=","2018-05-30","vegetation",-1.9,-28.6,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"f41381bd-c6c7-4665-ac80-b0c674805156","SCBI_045.basePlot.cfc","D02","SCBI","SCBI_045","tower","2017-07-28T19:35Z","HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds1JF6UqHlHlE=","HvxvVDlCk1885jWb3D9uoNtfBoh8w7ds8WbQEwjIvF0=","2018-05-30","vegetation",-2,-29,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"5db2d6c2-3cef-42d2-9f71-26cc79b3282d","SCBI_013.basePlot.cfc","D02","SCBI","SCBI_013","distributed","2017-07-31T14:15Z","HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5g0H5tKbBogRU=","HvxvVDlCk19Zj9vSHVUUnXMykrJPAQ5gRY28CnJY0IA=","2018-05-30","vegetation",0.4,-28.2,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"a7ddebce-e04c-4604-991d-65c6b1d1f1cd","SCBI_013.basePlot.cfc","D02","SCBI","SCBI_013","distributed","2017-07-31T15:20Z","HvxvVDlCk18ush1BqjuQDS9DQaX44XwvURN7NsCxT/M=","HvxvVDlCk18ush1BqjuQDS9DQaX44Xwv3C/GzqwhaXU=","2018-05-30","vegetation",-1.3,-30.3,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"8f4652a2-1a14-4798-a221-3a062128741b","SCBI_013.basePlot.cfc","D02","SCBI","SCBI_013","distributed","2017-07-31T16:45Z","HvxvVDlCk19fheKIYCBrr/6ub+ELkaNvH9kpDJGuvvY=","HvxvVDlCk19fheKIYCBrr/6ub+ELkaNv4mRdQCh/2xw=","2018-05-30","vegetation",-1.8,-28.6,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"d709ebe8-803a-4b05-afb5-60a8b68f5e33","SCBI_008.basePlot.cfc","D02","SCBI","SCBI_008","distributed","2017-08-01T13:20Z","HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqRhlQcjpEZCJs=","HvxvVDlCk19ysRYVkOV3WA0r8hQHAlqR2rnWbD7TfCU=","2018-05-30","vegetation",-1.3,-29.3,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"00f47d9b-8662-443d-8d3b-30f6dd86908e","SCBI_008.basePlot.cfc","D02","SCBI","SCBI_008","distributed","2017-08-01T14:15Z","HvxvVDlCk19JlN37PLGpuXmwYTp0GGASXFeig3DWZYo=","HvxvVDlCk19JlN37PLGpuXmwYTp0GGASDofCxUQwq0I=","2018-05-30","vegetation",-0.4,-31.1,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"3ec2e46e-5b5e-4497-b659-f0d5836e75b2","SCBI_011.basePlot.cfc","D02","SCBI","SCBI_011","distributed","2017-08-01T18:05Z","HvxvVDlCk19LcyNt9GpiizHsoykg80Zn6ewX9TkT9Io=","HvxvVDlCk19LcyNt9GpiizHsoykg80ZnUxo5oWB+xz4=","2018-05-30","vegetation",-1.9,-32,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"4953cb3c-e979-4e89-bb34-40d9c70ca671","SCBI_011.basePlot.cfc","D02","SCBI","SCBI_011","distributed","2017-08-01T18:44Z","HvxvVDlCk19LcyNt9Gpii5g5y6jx981iIgr5dxxPImk=","HvxvVDlCk19LcyNt9Gpii5g5y6jx981iN2dWqp6j/L0=","2018-05-30","vegetation",-2.9,-30.3,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"8a318467-4df4-48d0-becf-b0dd0f30add9","SCBI_008.basePlot.cfc","D02","SCBI","SCBI_008","distributed","2017-08-01T20:14Z","HvxvVDlCk18b8byyzvtwUShRHIk63Dg7AcG3DtgFtvI=","HvxvVDlCk18b8byyzvtwUShRHIk63Dg7bHRJXOcWnEM=","2018-05-30","vegetation",-0.1,-28.5,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"a88be570-42c5-4927-b35d-2897005a0125","SCBI_011.basePlot.cfc","D02","SCBI","SCBI_011","distributed","2017-08-01T21:20Z","HvxvVDlCk19LcyNt9Gpiizjew9YqWN5pjCHvvNaOZ5A=","HvxvVDlCk19LcyNt9Gpiizjew9YqWN5p+lcDb2sY94c=","2018-05-30","vegetation",-2.2,-29.7,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"19152109-a506-4789-905c-47c14d8304b9","SCBI_047.basePlot.cfc","D02","SCBI","SCBI_047","tower","2017-08-02T14:00Z","HvxvVDlCk1///5x2e0+GBQoeE/Pusmmq+V9J519zxOo=","HvxvVDlCk1///5x2e0+GBQoeE/PusmmqHMOI7aYCY/g=","2018-05-31","vegetation",-2.4,-31.2,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"dc237d66-8ce1-4678-a695-d198ba6d4530","SCBI_067.basePlot.cfc","D02","SCBI","SCBI_067","tower","2017-08-02T17:40Z","HvxvVDlCk19wFqR6DOcuD956vK5ubnMkeM0bIIJ/Cjw=","HvxvVDlCk19wFqR6DOcuD956vK5ubnMkE037OG5yVlQ=","2018-05-31","vegetation",-2,-30.5,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"b44ac384-f6ee-424d-a0fe-7d7019365fe3","SCBI_067.basePlot.cfc","D02","SCBI","SCBI_067","tower","2017-08-02T18:40Z","HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXg7Sqy1nrRIk=","HvxvVDlCk1/VZGv+C5O+MZSgs9IMZRfXxzLkI8MFVcs=","2018-05-31","vegetation",-1.1,-29.3,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"397ae882-d473-4108-9257-9e1843ca4f95","SCBI_067.basePlot.cfc","D02","SCBI","SCBI_067","tower","2017-08-02T19:32Z","HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHZrBp7emRViY=","HvxvVDlCk182Oj3h01KbY3Y5E/4Cd5IHsU1l1GGXRwo=","2018-05-31","vegetation",-1.3,-30.2,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"e1056363-4036-44e8-b733-9799cffbc1f1","SCBI_047.basePlot.cfc","D02","SCBI","SCBI_047","tower","2017-08-03T02:40Z","HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphddYCRZmtPBE=","HvxvVDlCk19KJ+MKRTsgN3yo4WWDRKphj5eFW9jZ8jA=","2018-05-31","vegetation",-2.6,-28.8,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"fbe9aa5c-1810-4828-8502-a31c42ea5fc1","SCBI_047.basePlot.cfc","D02","SCBI","SCBI_047","tower","2017-08-03T03:15Z","HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv97pyHjjtirpY=","HvxvVDlCk1/W+F1NJtCuxn5a/p4MJtv94lEQiqVA78Q=","2018-05-31","vegetation",-3,-30.4,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"fd29bcac-ba64-409c-8d8e-1d45b7b07a03","SCBI_007.basePlot.cfc","D02","SCBI","SCBI_007","distributed","2017-08-03T06:31Z","HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11XV8Ce9pi0ok=","HvxvVDlCk1/x9xdKuYUTJ1itoOWhaA11xw1LskRAPUA=","2018-05-30","vegetation",-0.1,-30.8,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
"b75e28da-2ba8-44ea-b80c-4f00ce610ae4","SCBI_006.basePlot.cfc","D02","SCBI","SCBI_006","distributed","2017-08-03T13:00Z","HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/QWHs8qOOPWoY=","HvxvVDlCk19vCgQHzUqELa1Qnpo1wg/QM00Vj/1LHHU=","2018-05-30","vegetation",-1.3,-28.6,"0","0",1,NA,"University of Wyoming Stable Isotope Facility","010 EA-IRMS organic d15n, d13c, C% & N%","Carlo Erba 1110 Elemental Analyzer with Zero Blank Autosampler coupled to a Thermo Delta V Plus IRMS via Thermo Conflo IV interface","rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj","L/6ZjMlRllRQ+sQbi+7sFw==",NA
