"uid","namedLocation","date","domainID","siteID","plotID","plotType","nlcdClass","decimalLatitude","decimalLongitude","geodeticDatum","coordinateUncertainty","easting","northing","utmZone","elevation","elevationUncertainty","eventID","samplingProtocolVersion","treesPresent","treesAbsentList","shrubsPresent","shrubsAbsentList","lianasPresent","lianasAbsentList","nestedSubplotAreaShrubSapling","nestedSubplotAreaLiana","totalSampledAreaTrees","totalSampledAreaShrubSapling","totalSampledAreaLiana","remarks","measuredBy","recordedBy","dataQF"
"7d7f32a2-d018-4993-a4a4-762e6d05d1d2","NOGP_067.basePlot.vst","2015-09-23","D09","NOGP","NOGP_067","tower","grasslandHerbaceous",46.771472,-100.919288,"WGS84",10.1,353465.69,5181557.73,"14N",581.3,0.1,"vst_NOGP_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"Target taxa present: Y",NA,"Q97LKb9yzbP7tOLkuD+tPeCj3Bww5R2I","legacyData"
"d59d1aab-9c11-4b36-b874-9f8a4cbfd73a","NOGP_087.basePlot.vst","2015-09-23","D09","NOGP","NOGP_087","tower","grasslandHerbaceous",46.770983,-100.915741,"WGS84",10.1,353735.17,5181496.78,"14N",589.4,0.1,"vst_NOGP_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"Target taxa present: Y",NA,"Q97LKb9yzbP7tOLkuD+tPeCj3Bww5R2I","legacyData"
"1caae42a-2b0d-4466-bf25-a58011030871","NOGP_076.basePlot.vst","2015-09-28","D09","NOGP","NOGP_076","tower","grasslandHerbaceous",46.772054,-100.916175,"WGS84",10.1,353704.94,5181616.6,"14N",589,0.1,"vst_NOGP_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"Target taxa present: N",NA,"Q97LKb9yzbP7tOLkuD+tPeCj3Bww5R2I","legacyData"
"71d72b11-b017-42c6-8d13-727dcbff9c6e","NOGP_073.basePlot.vst","2015-10-26","D09","NOGP","NOGP_073","tower","grasslandHerbaceous",46.769905,-100.916479,"WGS84",10.1,353675.91,5181378.37,"14N",588.6,0.1,"vst_NOGP_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"Target taxa present: Y",NA,"Q97LKb9yzbP7tOLkuD+tPeCj3Bww5R2I","legacyData"
"4f5192c2-748c-4fe2-ac97-9b014b8a33a4","NOGP_064.basePlot.vst","2015-10-26","D09","NOGP","NOGP_064","tower","grasslandHerbaceous",46.770749,-100.913769,"WGS84",20.1,353885.09,5181467.11,"14N",585.6,0.1,"vst_NOGP_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"Target taxa present: Y",NA,"Q97LKb9yzbP7tOLkuD+tPeCj3Bww5R2I","legacyData"
"67969abe-af86-4444-b1b5-83a4d186ab69","NOGP_077.basePlot.vst","2015-10-26","D09","NOGP","NOGP_077","tower","shrubScrub",46.769949,-100.914135,"WGS84",10,353854.99,5181378.9,"14N",586.7,0,"vst_NOGP_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"Target taxa present: Y",NA,"Q97LKb9yzbP7tOLkuD+tPeCj3Bww5R2I","legacyData"
"9cd5b4ea-0817-4873-b0fe-d0a1e80a40dd","NOGP_085.basePlot.vst","2015-10-26","D09","NOGP","NOGP_085","tower","grasslandHerbaceous",46.769385,-100.913708,"WGS84",10.1,353886.06,5181315.44,"14N",585,0.1,"vst_NOGP_2015","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"Target taxa present: N",NA,"Q97LKb9yzbP7tOLkuD+tPeCj3Bww5R2I","legacyData"
"a5ead4b8-cbc6-4e85-b89c-39a2ff2e3af4","WOOD_059.basePlot.vst","2014-09-23","D09","WOOD","WOOD_059","tower","grasslandHerbaceous",47.129641,-99.241556,"WGS84",10.1,481680.04,5219599.11,"14N",580.9,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"a9d0cfd2-2b20-443b-8144-88d9b2ad495b","WOOD_048.basePlot.vst","2014-09-23","D09","WOOD","WOOD_048","tower","grasslandHerbaceous",47.129371,-99.244736,"WGS84",10.2,481438.77,5219569.86,"14N",586.4,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"280b2971-eec5-4652-b84b-bbe7c8cc2ef6","WOOD_055.basePlot.vst","2014-09-23","D09","WOOD","WOOD_055","tower","grasslandHerbaceous",47.130457,-99.243954,"WGS84",10.1,481498.45,5219690.36,"14N",584.8,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"080ab975-626e-45b0-b5d0-08d486a8e027","WOOD_062.basePlot.vst","2014-09-23","D09","WOOD","WOOD_062","tower","grasslandHerbaceous",47.13046,-99.242766,"WGS84",10.1,481588.55,5219690.41,"14N",580,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"bc235a18-5d29-4f07-82a0-7227af84d5b8","WOOD_058.basePlot.vst","2014-09-23","D09","WOOD","WOOD_058","tower","grasslandHerbaceous",47.128829,-99.242751,"WGS84",10.1,481589.13,5219509.16,"14N",584.9,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"12072adf-84c1-4b98-8c33-232fd3468873","WOOD_050.basePlot.vst","2014-09-23","D09","WOOD","WOOD_050","tower","grasslandHerbaceous",47.129651,-99.243939,"WGS84",10.1,481499.31,5219600.78,"14N",584.4,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"1c305db9-75ab-4c27-948a-331d1be72af0","WOOD_044.basePlot.vst","2014-09-23","D09","WOOD","WOOD_044","tower","grasslandHerbaceous",47.12829,-99.243528,"WGS84",20.1,481530.01,5219449.44,"14N",586.4,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"58c25a26-f16d-435b-8177-5b8820aa1ccc","WOOD_047.basePlot.vst","2014-09-23","D09","WOOD","WOOD_047","tower","grasslandHerbaceous",47.129648,-99.242746,"WGS84",10.1,481589.79,5219600.17,"14N",580.5,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"2151389b-25c9-486f-bfe0-8255abff6641","WOOD_051.basePlot.vst","2014-09-23","D09","WOOD","WOOD_051","tower","grasslandHerbaceous",47.12856,-99.245129,"WGS84",10.1,481408.68,5219479.82,"14N",584.9,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"863bdf20-4ef8-4e5e-8868-a61325c976b4","WOOD_069.basePlot.vst","2014-09-23","D09","WOOD","WOOD_069","tower","grasslandHerbaceous",47.128829,-99.243545,"WGS84",10.1,481528.91,5219509.34,"14N",585,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"c724db87-36f4-4761-95d7-3353a2997b67","WOOD_053.basePlot.vst","2014-09-23","D09","WOOD","WOOD_053","tower","grasslandHerbaceous",47.128298,-99.244324,"WGS84",10.1,481469.64,5219450.52,"14N",585.7,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems, No transcription errors found","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"d06c5cb4-ddab-438f-9077-cf5016445677","WOOD_046.basePlot.vst","2014-09-25","D09","WOOD","WOOD_046","tower","grasslandHerbaceous",47.130447,-99.245136,"WGS84",10.1,481408.81,5219689.53,"14N",589.3,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"37df6ffd-d1ad-45d2-9e79-77d56d280822","WOOD_052.basePlot.vst","2014-09-25","D09","WOOD","WOOD_052","tower","grasslandHerbaceous",47.130461,-99.241569,"WGS84",10.1,481679.33,5219690.24,"14N",579.8,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"ce66fc32-08b2-4311-88ec-8babddd4017f","WOOD_049.basePlot.vst","2014-09-25","D09","WOOD","WOOD_049","tower","grasslandHerbaceous",47.130995,-99.243925,"WGS84",10.2,481500.84,5219750.14,"14N",585.7,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"ae9a9df8-261c-4b81-9b9f-842d7f21e5a9","WOOD_066.basePlot.vst","2014-09-25","D09","WOOD","WOOD_066","tower","grasslandHerbaceous",47.13099,-99.244746,"WGS84",10.1,481438.57,5219749.78,"14N",588.3,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"a65d46c2-ddec-41e2-86b3-a31a2e3c24ef","WOOD_043.basePlot.vst","2014-09-25","D09","WOOD","WOOD_043","tower","grasslandHerbaceous",47.131002,-99.242763,"WGS84",20.1,481588.97,5219750.64,"14N",580.2,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems, No transcription errors found","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"72ebd293-0b1a-4d9d-a96b-b52f8a33838a","WOOD_060.basePlot.vst","2014-09-25","D09","WOOD","WOOD_060","tower","grasslandHerbaceous",47.13154,-99.243159,"WGS84",10.1,481559.12,5219810.52,"14N",581.5,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"e7037cee-0b56-4ab1-b80b-82126c94c9a3","WOOD_063.basePlot.vst","2014-09-25","D09","WOOD","WOOD_063","tower","grasslandHerbaceous",47.13099,-99.241555,"WGS84",10.1,481680.58,5219749.02,"14N",580.4,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"f91c6ae9-1c12-43f5-af34-c49f1a7b8c7b","WOOD_064.basePlot.vst","2014-09-25","D09","WOOD","WOOD_064","tower","grasslandHerbaceous",47.127754,-99.243118,"WGS84",10.1,481560.92,5219389.78,"14N",589.2,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"41bd6720-4e92-4b27-bc7b-2f7525d43ad8","WOOD_067.basePlot.vst","2014-09-25","D09","WOOD","WOOD_067","tower","grasslandHerbaceous",47.131528,-99.241971,"WGS84",10.1,481649.21,5219808.91,"14N",579.6,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"ed14dcd9-eac2-4aa0-a4dd-52148aa18e3d","WOOD_042.basePlot.vst","2014-09-26","D09","WOOD","WOOD_042","tower","grasslandHerbaceous",47.129092,-99.245921,"WGS84",20.1,481348.8,5219539.13,"14N",584.5,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"02a8cb8b-249f-46e9-9dd1-0535115c9755","WOOD_065.basePlot.vst","2014-09-26","D09","WOOD","WOOD_065","tower","grasslandHerbaceous",47.12802,-99.24513,"WGS84",10.1,481408.42,5219419.82,"14N",586.4,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"9210b91e-3348-48be-8c67-32038c133f4f","WOOD_068.basePlot.vst","2014-09-26","D09","WOOD","WOOD_068","tower","grasslandHerbaceous",47.127471,-99.243929,"WGS84",10.1,481499.31,5219358.52,"14N",591.1,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems, No transcription errors found","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"960db4fe-8240-4ed2-9425-7329e153ecba","WOOD_054.basePlot.vst","2014-09-26","D09","WOOD","WOOD_054","tower","grasslandHerbaceous",47.127204,-99.244717,"WGS84",10.1,481439.46,5219329.04,"14N",588.5,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"40c8ac30-f9c7-4173-8196-229a740a4d2a","WOOD_020.basePlot.vst","2014-09-29","D09","WOOD","WOOD_020","distributed","grasslandHerbaceous",47.13663,-99.25584,"WGS84",20.1,480599.26,5220379.24,"14N",600.1,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"89524944-f786-4deb-b169-3c0e002ca824","WOOD_003.basePlot.vst","2014-09-29","D09","WOOD","WOOD_003","distributed","grasslandHerbaceous",47.118581,-99.239944,"WGS84",20.1,481798.52,5218369.65,"14N",585.7,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"187211c0-e94f-4a26-92b3-98fb57250184","WOOD_013.basePlot.vst","2014-09-29","D09","WOOD","WOOD_013","distributed","grasslandHerbaceous",47.137759,-99.229336,"WGS84",20.1,482609.47,5220498.46,"14N",573.5,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems, No transcription errors found","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"4631a018-0fb6-4627-8fad-42188681c98a","WOOD_007.basePlot.vst","2014-09-29","D09","WOOD","WOOD_007","distributed","grasslandHerbaceous",47.134755,-99.249895,"WGS84",20.1,481049.41,5220169.41,"14N",594.7,0.1,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"fb2bd8a4-4000-4fac-9c0c-3ee124c5bcf6","WOOD_002.basePlot.vst","2014-09-29","D09","WOOD","WOOD_002","distributed","grasslandHerbaceous",47.136134,-99.232896,"WGS84",20.1,482338.97,5220318.68,"14N",573.6,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"49eafefb-f0c2-40ef-9f0e-af227b923417","WOOD_017.basePlot.vst","2014-09-29","D09","WOOD","WOOD_017","distributed","grasslandHerbaceous",47.135031,-99.247919,"WGS84",20.1,481199.36,5220199.61,"14N",592.7,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"f2e9e8f2-86db-4e52-b97f-167cbe3a379f","WOOD_010.basePlot.vst","2014-09-30","D09","WOOD","WOOD_010","distributed","grasslandHerbaceous",47.146681,-99.225413,"WGS84",20.1,482909.81,5221489.09,"14N",585.6,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"0ca0f3bc-4e25-480e-bfaf-326f072886d7","WOOD_006.basePlot.vst","2014-10-01","D09","WOOD","WOOD_006","distributed","grasslandHerbaceous",47.142318,-99.247173,"WGS84",20.1,481258.49,5221009.22,"14N",590.3,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"a2b81f24-1178-4501-8cf2-ae8cc4cc1e13","WOOD_005.basePlot.vst","2014-10-01","D09","WOOD","WOOD_005","distributed","grasslandHerbaceous",47.149339,-99.251928,"WGS84",20.1,480900.47,5221790.61,"14N",590.3,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"42979002-d724-409f-8945-ab40d82b834c","WOOD_001.basePlot.vst","2014-10-02","D09","WOOD","WOOD_001","distributed","grasslandHerbaceous",47.128258,-99.257768,"WGS84",20.2,480449.99,5219449.35,"14N",596.3,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"ac85309d-ba5c-4c4c-a428-5ecc252e288a","WOOD_004.basePlot.vst","2014-10-02","D09","WOOD","WOOD_004","distributed","grasslandHerbaceous",47.12584,-99.253801,"WGS84",20.1,480749.99,5219179.65,"14N",594.1,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems, No transcription errors found","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"6f569972-11cd-4bf8-ad78-f46cf77aaa3d","WOOD_011.basePlot.vst","2014-10-02","D09","WOOD","WOOD_011","distributed","grasslandHerbaceous",47.129592,-99.263721,"WGS84",20.1,479998.99,5219599.1,"14N",602.2,0.2,"vst_WOOD_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No Qualifying Stems","utgk6BQsB/HhpvyaM/Hp6Q==",NA,"legacyData"
"f9700f88-93e7-4c44-99d0-d7ea29d364fe","CPER_013.basePlot.vst","2014-09-10","D10","CPER","CPER_013","distributed","grasslandHerbaceous",40.821979,-104.71284,"WGS84",20.1,524215.47,4519035.02,"13N",1623.6,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"78d1c29f-0f3b-4416-baa5-5bdc7754e1ed","CPER_013.basePlot.vst","2014-09-10","D10","CPER","CPER_013","distributed","grasslandHerbaceous",40.821979,-104.71284,"WGS84",20.1,524215.47,4519035.02,"13N",1623.6,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"6b1b6e9c-53aa-4ce0-adc9-5399bc20682b","CPER_056.basePlot.vst","2014-09-11","D10","CPER","CPER_056","tower","grasslandHerbaceous",40.816756,-104.748161,"WGS84",10.1,521238.61,4518446.07,"13N",1652.1,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for ShrubSapling or Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"bdb04db7-54e2-4dc6-96cb-f747ccf06e1a","CPER_059.basePlot.vst","2014-09-11","D10","CPER","CPER_059","tower","grasslandHerbaceous",40.817554,-104.748855,"WGS84",10.1,521179.82,4518534.49,"13N",1651.3,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for ShrubSapling or Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"e8925483-90b3-483b-bae3-834e0e35d6e9","CPER_004.basePlot.vst","2014-09-11","D10","CPER","CPER_004","distributed","grasslandHerbaceous",40.81275,-104.696873,"WGS84",20.1,525565.47,4518015.08,"13N",1622.7,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for lianas","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"04d72a4e-e32a-4273-8a87-cb61e319d178","CPER_066.basePlot.vst","2014-09-11","D10","CPER","CPER_066","tower","grasslandHerbaceous",40.816751,-104.749576,"WGS84",10.1,521119.27,4518445.18,"13N",1651.2,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for ShrubSapling or Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"97df46c3-c5ad-491c-8133-171e9144912b","CPER_062.basePlot.vst","2014-09-11","D10","CPER","CPER_062","tower","grasslandHerbaceous",40.817267,-104.747786,"WGS84",10.1,521270.07,4518502.89,"13N",1651.7,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for ShrubSapling or Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"c33a84c1-4616-4100-94cc-a62df443e0b4","CPER_059.basePlot.vst","2014-09-11","D10","CPER","CPER_059","tower","grasslandHerbaceous",40.817554,-104.748855,"WGS84",10.1,521179.82,4518534.49,"13N",1651.3,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for ShrubSapling or Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"28f5908a-b9be-4235-952f-0da61400736c","CPER_062.basePlot.vst","2014-09-11","D10","CPER","CPER_062","tower","grasslandHerbaceous",40.817267,-104.747786,"WGS84",10.1,521270.07,4518502.89,"13N",1651.7,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for ShrubSapling or Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"0053fbfe-42b8-4090-bb52-4d744e69e84a","CPER_004.basePlot.vst","2014-09-11","D10","CPER","CPER_004","distributed","grasslandHerbaceous",40.81275,-104.696873,"WGS84",20.1,525565.47,4518015.08,"13N",1622.7,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for lianas","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"c03d6b8d-b230-4fa2-99c3-0db6778d5aa0","CPER_066.basePlot.vst","2014-09-11","D10","CPER","CPER_066","tower","grasslandHerbaceous",40.816751,-104.749576,"WGS84",10.1,521119.27,4518445.18,"13N",1651.2,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for ShrubSapling or Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"03bf87e3-bb79-41d8-ad2d-61265617846e","CPER_056.basePlot.vst","2014-09-11","D10","CPER","CPER_056","tower","grasslandHerbaceous",40.816756,-104.748161,"WGS84",10.1,521238.61,4518446.07,"13N",1652.1,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for ShrubSapling or Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"a36afdbe-02c8-4492-bc64-542ae44486ec","CPER_010.basePlot.vst","2014-09-15","D10","CPER","CPER_010","distributed","grasslandHerbaceous",40.85001,-104.681398,"WGS84",20.1,526855.59,4522155.81,"13N",1646.2,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"99fea5b2-c3a5-4f27-9289-26af795e7a2e","CPER_002.basePlot.vst","2014-09-15","D10","CPER","CPER_002","distributed","grasslandHerbaceous",40.810934,-104.729248,"WGS84",20.1,522835.61,4517804.55,"13N",1651.1,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for ShrubSapling or Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
"9616edb2-7d8d-40c5-836b-afc43958b35d","CPER_018.basePlot.vst","2014-09-15","D10","CPER","CPER_018","distributed","grasslandHerbaceous",40.825715,-104.695047,"WGS84",20.1,525714.47,4519454.81,"13N",1627.7,0.1,"vst_CPER_2014","NEON.DOC.000987vD",NA,NA,NA,NA,NA,NA,"noneSelected","noneSelected",400,400,400,"No qualifying stems for ShrubSapling or Liana","2coQEYj5B4jyZLqI8rh4cw==",NA,"legacyData"
